101: 角色經驗
390619: 擺設圖紙：陣屋行帳-「時策」
390620: 擺設圖紙：陣屋營房-「周固」
390621: 擺設圖紙：陣屋正門-「忠肅」
390623: 擺設圖紙：御神籤務所-「兆解」
390624: 擺設圖紙：神社拜殿-「幸願煦音」
390625: 擺設圖紙：神社偏殿-「社務順易」
390626: 擺設圖紙：垣屋代館-「度正禮適」
390627: 擺設圖紙：垣屋倉房-「萬斗儲集」
390628: 擺設圖紙：稻妻民居-「海祇話舊」
390629: 擺設圖紙：稻妻民居-「一室珊瑚」
390630: 擺設圖紙：稻妻民居-「風沫之屋」
391101: 擺設圖紙：花鳥噴泉
391102: 擺設圖紙：丘丘螺旋瞭望塔
391103: 擺設圖紙：丘丘簡易草棚
391104: 擺設圖紙：「牧歌與風車」
391107: 擺設圖紙：工程暫駐點
391109: 擺設圖紙：「斑斕與清冽之夏」
391110: 擺設圖紙：朱木鳥居-「真靜之扉」
391112: 擺設圖紙：朱木鳥居-「安復之道」
391113: 擺設圖紙：垣屋宅門-「風清之扉」
391114: 擺設圖紙：垣屋長庭-「顏行展舒」
391115: 擺設圖紙：垣屋庭角-「安節謙洽」
391116: 擺設圖紙：白石溫泉-「暖漫」
391117: 擺設圖紙：綠野碧茵-「冰澈泉瀑」
391118: 擺設圖紙：外景奇石-「飛昇騰實」
391119: 擺設圖紙：岩廠吊車-「移山」
391120: 擺設圖紙：岩廠吊車-「平丘」
391201: 擺設圖紙：三眼守仙牌
391202: 擺設圖紙：樺木庭院正門
391203: 擺設圖紙：雕花庭院牆尾
391204: 擺設圖紙：雕花庭院圍牆
391205: 擺設圖紙：古宅遊廊-「信步前林」
391206: 擺設圖紙：古宅院牆-「簷下春秋」
391207: 擺設圖紙：古宅牆隅-「一角幽芳」
391208: 擺設圖紙：古宅院牆-「貝聯珠貫」
391209: 擺設圖紙：古宅院牆-「阡陌之安」
391210: 擺設圖紙：古宅門樓-「雲門通達」
391211: 擺設圖紙：古宅景牆-「階柳庭花」
391212: 擺設圖紙：遊廊轉角-「軒景徐至」
391213: 擺設圖紙：要地牙門-「雲底之能」
391214: 擺設圖紙：要地欄楯-「約己之壁」
391215: 擺設圖紙：欄楯轉角-「矚視無遺」
391216: 擺設圖紙：御伽木「近竹」院門
391217: 擺設圖紙：御伽木「近竹」圍欄
391218: 擺設圖紙：陣屋圍欄-「錯牙」
391219: 擺設圖紙：陣屋圍欄-「截斷」
391220: 擺設圖紙：陣屋樁木-「苦刺」
391221: 擺設圖紙：神社迴廊-「櫻塵步道」
391222: 擺設圖紙：神社迴廊-「淺赤凝望」
391223: 擺設圖紙：垣屋院牆-「崩石之御」
391224: 擺設圖紙：垣屋院牆-「柔睦一陬」
391225: 擺設圖紙：垣屋院牆-「庭中隱際」
391226: 擺設圖紙：垣屋牆隅-「舊市町牆」
391227: 擺設圖紙：溫泉屏風-「適分」
391228: 擺設圖紙：溫泉外牆-「無越」
391229: 擺設圖紙：溫泉牆板-「穩足」
391230: 擺設圖紙：溫泉門廳-「避涼」
392107: 擺設圖紙：鑄石地基-「運開時泰」
393101: 擺設圖紙：交錯放置的杉木貨箱
393102: 擺設圖紙：有序疊放的杉木酒桶
393103: 擺設圖紙：沉甸甸的乾草卷
393104: 擺設圖紙：竹框酒罈-「瓊漿待月往」
393105: 擺設圖紙：玩具攤-「琳琅生趣」
393106: 擺設圖紙：花傘鋪-「簦下千彩」
393107: 擺設圖紙：儲物袋-「隱雷退散」
393108: 擺設圖紙：果蔬商販的謹慎
393109: 擺設圖紙：果蔬商販的勞累
393110: 擺設圖紙：硬面彩陶罐
393111: 擺設圖紙：丘丘弓箭標靶
393112: 擺設圖紙：丘丘帶角陶鍋
393113: 擺設圖紙：枯木方向標
393114: 擺設圖紙：「冒險家難逃之重」
393115: 擺設圖紙：結實的木桶
393116: 擺設圖紙：高聳的木桿
393117: 擺設圖紙：成捆的木材
393118: 擺設圖紙：防雨的杉木貨箱
393119: 擺設圖紙：石製盞形水池
393120: 擺設圖紙：「輕羽的禮讚」
393121: 擺設圖紙：「蓬蓬果的天空之夢」
393122: 擺設圖紙：「夏日林中的嚮導」
393123: 擺設圖紙：練兵場木樁支架
393124: 擺設圖紙：「夏日林中的信使」
393125: 擺設圖紙：「前庭淨念池」
393126: 擺設圖紙：陣屋半鐘-「轟雷之音」
393127: 擺設圖紙：軍勢鉦鼓-「破陣餘響」
393128: 擺設圖紙：御伽木簡易工棚
393129: 擺設圖紙：御伽木「六用」木桶
393130: 擺設圖紙：御伽木「但飲」木桶
393131: 擺設圖紙：厚壁「石膽」陶製水缸
393132: 擺設圖紙：古法新造御伽木酒桶
393133: 擺設圖紙：古法新造御伽木貨箱
393134: 擺設圖紙：「慶節嘉趣禮如山」
393137: 擺設圖紙：重型餐館專用爐灶
393138: 擺設圖紙：優悠之火
393201: 擺設圖紙：綠植盆栽-「蒼翠寸泓中」
393202: 擺設圖紙：鎖水的花壇
393203: 擺設圖紙：轉移壅土的木桶
393204: 擺設圖紙：「松株侯暮夕」
393301: 擺設圖紙：杉木置物架
393302: 擺設圖紙：杉木武器架
393303: 擺設圖紙：硬木兵戈架
393304: 擺設圖紙：簡易貨運拖車
393305: 擺設圖紙：硬石加固的水井
393306: 擺設圖紙：紅衣斗笠稻草人
393307: 擺設圖紙：舊式水井
393308: 擺設圖紙：硬頂水井-「但求虛澈」
393309: 擺設圖紙：石獅子像-「天祿」
393310: 擺設圖紙：石獅子像-「百解」
393311: 擺設圖紙：鄉間的茶攤
393312: 擺設圖紙：「冒險家的隨身秘寶」
393313: 擺設圖紙：「魔女的重唱」
393315: 擺設圖紙：夢見木「災祛」御籤掛
393316: 擺設圖紙：御建鳴神主尊旗
393317: 擺設圖紙：陣屋弓架-「響羽」
393318: 擺設圖紙：陣屋槍架-「尖破」
393319: 擺設圖紙：陣地篝火-「清曜」
393320: 擺設圖紙：陣地拒馬-「示邊」
393321: 擺設圖紙：天狐雕像-「白辰嗣響」
393322: 擺設圖紙：晴空繒彩游魚旗
393323: 擺設圖紙：楓木布面狸貓玩偶
393324: 擺設圖紙：楓木布面白狐玩偶
393325: 擺設圖紙：「赤鐵珊瑚」
393326: 擺設圖紙：「朽石熒傘」
393327: 擺設圖紙：神社雕像-「清籟鎮物」
393328: 擺設圖紙：鄉野水井-「下徹澄泉」
393329: 擺設圖紙：夢見木「誠見」塞錢箱
393330: 擺設圖紙：宗傳刀架-「兩訓則」
393331: 擺設圖紙：「中庭竹水鳴」
393332: 擺設圖紙：孔雀木「遍知」告示牌
393333: 擺設圖紙：鄉野水井-「下索密藏」
393337: 擺設圖紙：晴虹燈樹-「燈夕佳景」
393338: 擺設圖紙：祥雲宛虹飛緞柱衣
393339: 擺設圖紙：金紋羽節除祟丹幟
393343: 擺設圖紙：狸貓抱抱合影板
393344: 擺設圖紙：「狐仙宮司」限定畫旗
393346: 擺設圖紙：梨園畫屏-「巧上」
393347: 擺設圖紙：梨園畫屏-「巧下」
393401: 擺設圖紙：鐵藝雕花路燈
393402: 擺設圖紙：野外松木路燈
393403: 擺設圖紙：退邪燈-「明照左右」
393404: 擺設圖紙：四合燈-「車笠遠來」
393405: 擺設圖紙：清影燈-「筆鋒墨影」
393406: 擺設圖紙：石燈籠-「不動明耀」
393407: 擺設圖紙：「三咫通明」
393408: 擺設圖紙：白石「鳴駐」立燈
393409: 擺設圖紙：御伽木「鳴駐」立燈
393410: 擺設圖紙：五重燈籠祭典門關
393411: 擺設圖紙：夢見木「空懷」路燈
393412: 擺設圖紙：夢見木「重念」路燈
393413: 擺設圖紙：魚脂白燭-「傍明」
393414: 擺設圖紙：御伽木郊野路燈
393415: 擺設圖紙：御伽木簡本路燈
393416: 擺設圖紙：孔雀木「連造」路燈
393601: 擺設圖紙：「靈沼雲池」
394101: 擺設圖紙：飽經風雨的竹製圍籬
394102: 擺設圖紙：卸力的松木圍欄
394103: 擺設圖紙：丘丘木製圍欄
394104: 擺設圖紙：丘丘圖騰圍欄
394105: 擺設圖紙：蔥鬱的葡萄藤
394106: 擺設圖紙：初成的葡萄藤
394107: 擺設圖紙：簡易木製圍欄
394108: 擺設圖紙：施工過半的圍欄
394109: 擺設圖紙：「果農的勤儉」
394110: 擺設圖紙：御伽木縱置「久香」花壇
394111: 擺設圖紙：御伽木橫置「散彩」花壇
394201: 擺設圖紙：平整的木製長凳
394202: 擺設圖紙：平整的石製長凳
394203: 擺設圖紙：古戈爾椅子
394204: 擺設圖紙：夢見木方凳
394205: 擺設圖紙：御伽木「樂至」方凳
394207: 擺設圖紙：梨園賓位-「長樂同座」
394301: 擺設圖紙：丘丘雙層警戒台
394302: 擺設圖紙：開放式松木櫥櫃
394303: 擺設圖紙：重型杉木鍛造桌
394304: 擺設圖紙：寬大的松木長桌
394305: 擺設圖紙：大型石製滾磨
394306: 擺設圖紙：煉金合成台
394307: 擺設圖紙：雙重商攤-「運勢層層高」
394308: 擺設圖紙：竹製露天茶桌
394309: 擺設圖紙：木製露天茶桌
394310: 擺設圖紙：「夏日林中的盛宴」
394311: 擺設圖紙：古戈爾桌子
394312: 擺設圖紙：夢見木長桌
394313: 擺設圖紙：御伽木「樂至」方桌
394315: 擺設圖紙：梨園賓位-「曲中茶香」
394316: 擺設圖紙：梨園砌末-「且聽分解」
394401: 擺設圖紙：酒肆貨櫃-「會須百杯飲」
394402: 擺設圖紙：抗浪結構雙層貨盤
394403: 擺設圖紙：「花海的搖籃」
394404: 擺設圖紙：「藍海的寶錢」
394501: 擺設圖紙：鑄石地基-「修身砥行」
394502: 擺設圖紙：鑄石地基-「隨車致雨」
394503: 擺設圖紙：鑄石地基-「倍道兼行」
394504: 擺設圖紙：綠野碧茵-「餅乾石路」
394505: 擺設圖紙：鑄石地基-「鴻圖華構」
